Ranking,Game_Name,Platform,Release_Year,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Year_int
7538,shining blade,PSP,2012-01-01,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,2012.0
7539,fairy fencer f,PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,2013.0
7540,atelier shallie: alchemists of the dusk sea,PS3,2014-01-01,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,2014.0
7541,the ultimate red ball challenge,Wii,2009-01-01,Misc,Mindscape,0.0,0.19,0.0,0.01,0.2,2009.0
7542,pbr: out of the chute,PS2,2008-01-01,Sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,2008.0
7543,the king of fighters collection: the orochi saga,PS2,2006-01-01,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,2006.0
7544,jikkyou powerful pro yakyuu 10 chou ketteiban: 2003 memorial,PS2,2003-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2003.0
7545,arcana heart 3,PS3,2011-01-01,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,2011.0
7546,tekken 3d: prime edition,3DS,2012-01-01,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,2012.0
7547,deal or no deal: the banker is back!,DS,2008-01-01,Misc,Mindscape,0.0,0.2,0.0,0.0,0.2,2008.0
7548,jillian michaels' fitness adventure,X360,2011-01-01,Misc,505 Games,0.17,0.02,0.0,0.01,0.2,2011.0
7549,mlb 10: the show,PSP,2010-01-01,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2,2010.0
7550,state of decay,XOne,2015-01-01,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.2,2015.0
7551,ashes cricket 2009,X360,2009-01-01,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2,2009.0
7552,saturday night speedway,PS2,2004-01-01,Racing,Play It,0.1,0.08,0.0,0.03,0.2,2004.0
7553,bratz: rock angelz,GC,2005-01-01,Misc,THQ,0.16,0.04,0.0,0.01,0.2,2005.0
7554,langrisser iii,SAT,1996-01-01,Strategy,NCS,0.0,0.0,0.2,0.0,0.2,1996.0
7555,samurai spirits (cd),NG,1994-01-01,Fighting,SNK,0.0,0.0,0.2,0.0,0.2,1994.0
7556,mlb slugfest 20-03,XB,2002-01-01,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,2002.0
7557,dragon ball: revenge of king piccolo,Wii,2009-01-01,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,2009.0
7558,spectrobes: origins,Wii,2009-01-01,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,2009.0
7559,earth defense force: insect armageddon,PS3,2011-01-01,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,2011.0
7560,pitfall: the lost expedition,PS2,2004-01-01,Platform,Activision,0.1,0.08,0.0,0.03,0.2,2004.0
7561,marvel: ultimate alliance 2,DS,2009-01-01,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,2009.0
7562,from tv animation one piece: grand battle! 3,GC,2003-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.2,0.01,0.2,2003.0
7563,assassin's creed syndicate,PC,2015-01-01,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,2015.0
7564,rocket power: zero gravity zone,GBA,2003-01-01,Sports,THQ,0.14,0.05,0.0,0.0,0.2,2003.0
7565,le mans 24 hours,PS2,2001-01-01,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,2001.0
7566,xcom 2,PC,2016-01-01,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,2016.0
7567,international cricket 2010,PS3,2010-01-01,Sports,Codemasters,0.0,0.15,0.0,0.05,0.2,2010.0
7568,espn mlb baseball,PS2,2004-01-01,Sports,Sega,0.1,0.08,0.0,0.03,0.2,2004.0
7569,neighborhood games,Wii,2009-01-01,Misc,THQ,0.17,0.02,0.0,0.01,0.2,2009.0
7570,all star pro-wrestling,PS2,2000-01-01,Fighting,SquareSoft,0.0,0.0,0.2,0.0,0.2,2000.0
7571,way of the samurai 4,PS3,2011-01-01,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.2,2011.0
7572,clive barker's jericho,PS3,2007-01-01,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,2007.0
7573,harvest moon: more friends of mineral town,GBA,2003-01-01,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,2003.0
7574,captain america: super soldier,PS3,2011-01-01,Action,Sega,0.1,0.07,0.0,0.03,0.2,2011.0
7575,mlb 12: the show,PSV,2012-01-01,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,2012.0
7576,the fairly odd parents: shadow showdown,GC,2004-01-01,Platform,THQ,0.16,0.04,0.0,0.01,0.2,2004.0
7577,nhl 17,PS4,2016-01-01,Sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2,2016.0
7578,mobile suit gundam side story ii: aoi o uketsugu mono,SAT,1996-01-01,Shooter,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,1996.0
7579,camping mama: outdoor adventures,DS,2011-01-01,Simulation,505 Games,0.13,0.06,0.0,0.02,0.2,2011.0
7580,kurohyou 2: ryu ga gotoku ashura hen,PSP,2012-01-01,Action,Sega,0.0,0.0,0.2,0.0,0.2,2012.0
7581,nba 2k2,XB,2002-01-01,Sports,Sega,0.15,0.04,0.0,0.01,0.2,2002.0
7582,x2: wolverine's revenge,GBA,2003-01-01,Platform,Activision,0.14,0.05,0.0,0.0,0.2,2003.0
7583,7th dragon 2020,PSP,2011-01-01,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,2011.0
7584,cars,XB,2006-01-01,Racing,THQ,0.15,0.04,0.0,0.01,0.2,2006.0
7585,taiko no tatsujin: waku waku anime matsuri,PS2,2003-01-01,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,2003.0
7586,imagine: babyz fashion,DS,2009-01-01,Simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2,2009.0
7587,spy hunter,GC,2002-01-01,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2,2002.0
7588,warriors orochi,PSP,2008-01-01,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,2008.0
7589,dead to rights ii,PS2,2005-01-01,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,2005.0
7590,super dodge ball advance,GBA,2001-01-01,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,2001.0
7591,ogre battle saga episode five: the march of the black queen,PS,1996-01-01,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,1996.0
7592,ridge racer 6,X360,2005-01-01,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,2005.0
7593,angry birds star wars,PS4,2013-01-01,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,2013.0
7594,"ni hao, kai-lan: new year's celebration",DS,2009-01-01,Misc,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2,2009.0
7595,press your luck 2010 edition,DS,2009-01-01,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2,2009.0
7596,treasure world,DS,2009-01-01,Simulation,Aspyr,0.19,0.0,0.0,0.01,0.2,2009.0
7597,front mission evolved,X360,2010-01-01,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,2010.0
7598,body and brain connection,X360,2010-01-01,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,2010.0
7599,mdk,PS,1997-01-01,Shooter,Interplay,0.11,0.08,0.0,0.01,0.2,1997.0
7600,monster jam,X360,2007-01-01,Racing,Activision,0.18,0.0,0.0,0.02,0.2,2007.0
7601,afro samurai,PS3,2009-01-01,Action,Atari,0.12,0.05,0.0,0.03,0.2,2009.0
7602,rock band track pack: classic rock,PS2,2009-01-01,Misc,MTV Games,0.1,0.08,0.0,0.03,0.2,2009.0
7603,zone of the enders hd collection,X360,2012-01-01,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,2012.0
7604,ty the tasmanian tiger 2: bush rescue,GC,2004-01-01,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,2004.0
7605,speed punks,PS,1998-01-01,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2,1998.0
7606,the legend of heroes vii: the trail of blue,PSP,2011-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,2011.0
7607,no more heroes: heroes' paradise,PS3,2010-01-01,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,2010.0
7608,mahjongg mysteries: ancient egypt,DS,2010-01-01,Puzzle,Avanquest,0.07,0.11,0.0,0.02,0.2,2010.0
7609,saints row iv,XOne,2015-01-01,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,2015.0
7610,injustice: gods among us,WiiU,2013-01-01,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,2013.0
7611,mvp baseball 2003,XB,2003-01-01,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,2003.0
7612,csi: unsolved!,DS,2010-01-01,Adventure,Ubisoft,0.13,0.06,0.0,0.02,0.2,2010.0
7613,star wars: battlefront,PC,2004-01-01,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,2004.0
7614,ncaa final four 2004,PS2,2003-01-01,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,2003.0
7615,"the chronicles of narnia: the lion, the witch and the wardrobe",XB,2005-01-01,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,2005.0
7616,tigger's honey hunt,N64,2000-01-01,Platform,Ubisoft,0.16,0.04,0.0,0.0,0.2,2000.0
7617,famista 64,N64,,Sports,Namco Bandai Games,0.0,0.0,0.17,0.03,0.2,
7618,roadsters 99,N64,1999-01-01,Racing,Titus,0.06,0.13,0.0,0.01,0.2,1999.0
7619,magical tetris challenge,N64,1997-01-01,Puzzle,Activision,0.13,0.02,0.05,0.0,0.2,1997.0
7620,twisted edge extreme snowboarding,N64,1998-01-01,Sports,Kemco,0.16,0.04,0.0,0.0,0.2,1998.0
7621,disney's tarzan,N64,2000-01-01,Platform,Activision,0.16,0.04,0.0,0.0,0.2,2000.0
7622,south park rally,N64,2000-01-01,Racing,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2,2000.0
7623,body harvest,N64,1998-01-01,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,1998.0
7624,san francisco rush 2049,N64,2000-01-01,Racing,Midway Games,0.16,0.04,0.0,0.0,0.2,2000.0
7625,super robot taisen 64,N64,1999-01-01,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2,1999.0
7626,snowboard kids,N64,1996-01-01,Sports,Atlus,0.16,0.04,0.0,0.0,0.2,1996.0
7627,nba 07,PSP,2006-01-01,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,2006.0
7628,ihra drag racing 2004,XB,2003-01-01,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,2003.0
7629,shining hearts,PSP,2010-01-01,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,2010.0
7630,magical zhuzhu princess: carriages & castles,DS,2011-01-01,Simulation,Activision,0.14,0.04,0.0,0.02,0.2,2011.0
7631,code of princess,3DS,2012-01-01,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,2012.0
7632,tomb raider: underworld,DS,2008-01-01,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,2008.0
7633,the con,PSP,2005-01-01,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,2005.0
7634,tony hawk's pro skater 5,PS4,2015-01-01,Sports,Activision,0.09,0.08,0.0,0.03,0.2,2015.0
7635,jissen pachi-slot hisshouhou! aladdin a,PS2,2002-01-01,Misc,Sammy Corporation,0.0,0.0,0.2,0.0,0.2,2002.0
7636,namco museum: 50th anniversary,GBA,2005-01-01,Misc,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,2005.0
7637,ford racing off road,PS2,2008-01-01,Racing,Xplosiv,0.1,0.08,0.0,0.03,0.2,2008.0
7638,the witch and the hundred knight,PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,2013.0
7639,nobunaga no yabou: reppuuden,PS,1999-01-01,Strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,1999.0
7640,hot wheels: track attack,Wii,2010-01-01,Racing,THQ,0.15,0.04,0.0,0.01,0.2,2010.0
7641,schlag den raab,Wii,2010-01-01,Misc,Namco Bandai Games,0.0,0.17,0.0,0.03,0.2,2010.0
7642,ufc personal trainer: the ultimate fitness system,PS3,2011-01-01,Sports,THQ,0.08,0.09,0.0,0.04,0.2,2011.0
7643,total war: shogun 2 - fall of the samurai,PC,2012-01-01,Strategy,Sega,0.07,0.1,0.0,0.03,0.2,2012.0
7644,the bigs 2,PS2,2009-01-01,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,2009.0
7645,mat hoffman's pro bmx 2,XB,2002-01-01,Sports,Activision,0.15,0.04,0.0,0.01,0.2,2002.0
7646,treasure hunter g,SNES,1996-01-01,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,1996.0
7647,untold legends: dark kingdom,PS3,2006-01-01,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,2006.0
7648,from russia with love,XB,2005-01-01,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,2005.0
7649,wing arms,SAT,1994-01-01,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,1994.0
7650,dead space 3,PC,,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,
7651,pro yaky? spirits 2013,PS3,2013-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2013.0
7652,we wish you a merry christmas,Wii,2009-01-01,Action,Destineer,0.14,0.04,0.0,0.02,0.2,2009.0
7653,bioshock the collection,PS4,2016-01-01,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2,2016.0
7654,dancedancerevolution,PS3,2010-01-01,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.2,2010.0
7655,cabela's big game hunter (2008),PS2,2007-01-01,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,2007.0
7656,grandia ii,DC,2000-01-01,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,2000.0
7657,namco museum vol.4,PS,1996-01-01,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,1996.0
7658,the cheetah girls: passport to stardom,DS,2008-01-01,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,2008.0
7659,ufc personal trainer: the ultimate fitness system,Wii,2011-01-01,Sports,THQ,0.12,0.06,0.0,0.02,0.2,2011.0
7660,how to train your dragon 2,X360,2014-01-01,Adventure,Little Orbit,0.05,0.13,0.0,0.02,0.2,2014.0
7661,shark tale,XB,2004-01-01,Action,Activision,0.15,0.04,0.0,0.01,0.2,2004.0
7662,nfl street 2,GC,2004-01-01,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,2004.0
7663,pro yaky? spirits 2013,PSP,2013-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2013.0
7664,teenage mutant ninja turtles 3: mutant nightmare,PS2,2005-01-01,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,2005.0
7665,my secret world by imagine,DS,2008-01-01,Misc,Ubisoft,0.0,0.2,0.0,0.0,0.2,2008.0
7666,soldier of fortune: payback,X360,2007-01-01,Shooter,Activision,0.18,0.01,0.0,0.01,0.2,2007.0
7667,ridge racer,PSV,2011-01-01,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,2011.0
7668,bleach: the 3rd phantom,DS,2008-01-01,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,2008.0
7669,gladius,PS2,2003-01-01,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,2003.0
7670,family feud: 2012 edition,Wii,2011-01-01,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2,2011.0
7671,dave mirra freestyle bmx 2,XB,2001-01-01,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,2001.0
7672,spore hero arena,DS,2009-01-01,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,2009.0
7673,pro yaky? spirits 2012,PSP,2012-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2012.0
7674,puzzle & dragons x: god chapter / dragon chapter,3DS,2016-01-01,Action,GungHo,0.0,0.0,0.2,0.0,0.2,2016.0
7675,spongebob squarepants: revenge of the flying dutchman,GC,2002-01-01,Platform,THQ,0.15,0.04,0.0,0.01,0.2,2002.0
7676,record of agarest war,X360,2008-01-01,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,2008.0
7677,baja: edge of control,X360,2008-01-01,Racing,THQ,0.12,0.06,0.0,0.02,0.2,2008.0
7678,sid meier's pirates!,PSP,2007-01-01,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,2007.0
7679,taiko no tatsujin: go! go! godaime,PS2,2004-01-01,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,2004.0
7680,taiko drum master,PS2,2004-01-01,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,2004.0
7681,high school musical 3: senior year dance!,X360,2008-01-01,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,2008.0
7682,harry potter and the goblet of fire,PSP,2005-01-01,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,2005.0
7683,bust-a-move 2 arcade edition,PS,1995-01-01,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,1995.0
7684,south park: the stick of truth,PC,2014-01-01,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,2014.0
7685,tom clancy's splinter cell: essentials,PSP,2006-01-01,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.2,2006.0
7686,tetris worlds (online edition),XB,2003-01-01,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,2003.0
7687,armored core 4,PS3,2006-01-01,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,2006.0
7688,sleeping dogs,XOne,2014-01-01,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,2014.0
7689,forgotten realms: demon stone,PS2,2004-01-01,Action,Atari,0.1,0.08,0.0,0.03,0.2,2004.0
7690,super baseball simulator 1.000,SNES,1991-01-01,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,1991.0
7691,barbie horse adventures: riding camp,Wii,2008-01-01,Sports,Activision,0.18,0.0,0.0,0.01,0.2,2008.0
7692,resident evil: revelations,WiiU,2013-01-01,Action,Capcom,0.07,0.08,0.03,0.01,0.2,2013.0
7693,go play: lumberjacks,Wii,2009-01-01,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.2,2009.0
7694,looney tunes: space race,PS2,2002-01-01,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,2002.0
7695,puzzle challenge: crosswords and more!,PSP,2006-01-01,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,2006.0
7696,nascar unleashed,Wii,2011-01-01,Racing,Activision,0.18,0.0,0.0,0.01,0.2,2011.0
7697,backyard hockey,GBA,2003-01-01,Sports,Atari,0.14,0.05,0.0,0.0,0.2,2003.0
7698,playboy: the mansion,PS2,2005-01-01,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,2005.0
7699,jikkyou powerful pro yakyuu 2010,PSP,2010-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2010.0
7700,shiren the wanderer,Wii,2008-01-01,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2,2008.0
7701,ore no shikabane o koete yuke,PSP,2011-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,2011.0
7702,shaman king: spirit of shamans,PS,2002-01-01,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,2002.0
7703,tiger woods pga tour 06,PSP,2005-01-01,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,2005.0
7704,conan,X360,2007-01-01,Action,THQ,0.16,0.02,0.0,0.02,0.2,2007.0
7705,ratatouille,GBA,2007-01-01,Action,THQ,0.14,0.05,0.0,0.0,0.2,2007.0
7706,the fairly odd parents: enter the cleft,GBA,2002-01-01,Platform,THQ,0.14,0.05,0.0,0.0,0.2,2002.0
7707,warriors orochi,X360,2007-01-01,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,2007.0
7708,mc groovz dance craze,GC,2004-01-01,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,2004.0
7709,the thing,XB,2002-01-01,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,2002.0
7710,tom and jerry in house trap,PS,2000-01-01,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2,2000.0
7711,power rangers: time force,GBA,2001-01-01,Action,THQ,0.14,0.05,0.0,0.0,0.2,2001.0
7712,101-in-1 explosive megamix,DS,2008-01-01,Puzzle,Nordcurrent,0.05,0.13,0.0,0.02,0.2,2008.0
7713,x-men origins: wolverine,DS,2009-01-01,Action,Activision,0.15,0.03,0.0,0.02,0.2,2009.0
7714,jikkyou powerful pro yakyuu 2011,PSP,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2011.0
7715,ds kageyama method: dennou hanpuku - masu x masu hyaku masu keisan,DS,2006-01-01,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,2006.0
7716,baldur's gate: dark alliance,XB,2002-01-01,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,2002.0
7717,family guy,PSP,2006-01-01,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2,2006.0
7718,prince of persia: warrior within,GC,2004-01-01,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,2004.0
7719,ufc: tapout,XB,2002-01-01,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,2002.0
7720,aikatsu! cinderella lesson,3DS,2012-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,2012.0
7721,marvel super hero squad: comic combat,Wii,2011-01-01,Action,THQ,0.15,0.03,0.0,0.01,0.2,2011.0
7722,test drive unlimited 2,PC,,Racing,Atari,0.05,0.11,0.0,0.03,0.2,
7723,mega man legacy collection,3DS,2016-01-01,Platform,Capcom,0.13,0.0,0.05,0.02,0.2,2016.0
7724,predator: concrete jungle,PS2,2005-01-01,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,2005.0
7725,beyblade: metal fusion - battle fortress,Wii,2009-01-01,Action,Konami Digital Entertainment,0.15,0.0,0.03,0.01,0.2,2009.0
7726,wipeout 3 the game,3DS,2012-01-01,Action,Activision,0.18,0.0,0.0,0.01,0.2,2012.0
7727,big mutha truckers 2,PS2,2005-01-01,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,2005.0
7728,shutter island,PC,2009-01-01,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,2009.0
7729,the naked brothers band: the video game,DS,2008-01-01,Misc,THQ,0.18,0.0,0.0,0.01,0.2,2008.0
7730,demon gaze,PSV,2013-01-01,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,2013.0
7731,zombie army trilogy,PS4,2015-01-01,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,2015.0
7732,nhl faceoff 2001,PS2,2001-01-01,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,2001.0
7733,mana khemia 2: fall of alchemy,PS2,2008-01-01,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,2008.0
7734,the great escape,PS2,2003-01-01,Action,SCi,0.1,0.07,0.0,0.02,0.2,2003.0
7735,dexter's lab chess challenge,GBA,2002-01-01,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,2002.0
7736,nostalgia,DS,2008-01-01,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,2008.0
7737,dirt showdown,PS3,2012-01-01,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19,2012.0
7738,iron chef america: supreme cuisine,DS,2008-01-01,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,2008.0
7739,arcade shooting gallery,Wii,2008-01-01,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,2008.0
7740,the rise of the argonauts,PS3,2008-01-01,Role-Playing,Codemasters,0.05,0.12,0.0,0.03,0.19,2008.0
7741,big mutha truckers,XB,2002-01-01,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,2002.0
7742,esa foundation compilation,PS2,2005-01-01,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,2005.0
7743,the hobbit,GBA,2003-01-01,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,2003.0
7744,the king of fighters xi,PS2,2006-01-01,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,2006.0
7745,ninja gaiden 3,WiiU,2012-01-01,Action,Nintendo,0.15,0.03,0.0,0.02,0.19,2012.0
7746,metro: last light,PC,2013-01-01,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,2013.0
7747,dragon ball z: idainaru dragon ball densetsu,PS,1996-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,1996.0
7748,silent hill hd collection,X360,2012-01-01,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,2012.0
7749,bound by flame,PS4,2014-01-01,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19,2014.0
7750,conflict: denied ops,X360,2008-01-01,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,2008.0
7751,saw ii: flesh & blood,PS3,2010-01-01,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,2010.0
7752,ice age: dawn of the dinosaurs,PS3,2009-01-01,Action,Activision,0.13,0.04,0.0,0.02,0.19,2009.0
7753,sniper elite,PS2,2005-01-01,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,2005.0
7754,arc rise fantasia,Wii,2009-01-01,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,2009.0
7755,"ni hao, kai-lan: super game day",Wii,2009-01-01,Misc,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,2009.0
7756,kouchuu ouja mushi king: greatest champion e no michi ds,DS,2005-01-01,Action,Sega,0.0,0.0,0.19,0.0,0.19,2005.0
7757,dynasty warriors: gundam 2,X360,2008-01-01,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,2008.0
7758,petz pony: beauty pageant,DS,2009-01-01,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,2009.0
7759,parlor! mini 4,SNES,1996-01-01,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,1996.0
7760,breath of fire ii,GBA,2001-01-01,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,2001.0
7761,the spiderwick chronicles,Wii,2008-01-01,Action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,2008.0
7762,danganronpa 2: goodbye despair,PSP,2012-01-01,Misc,Spike,0.0,0.0,0.19,0.0,0.19,2012.0
7763,aliens vs predator,PC,2010-01-01,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,2010.0
7764,ice age 2: the meltdown,GC,2006-01-01,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,2006.0
